year,movieid,adj,noun
1970,87503,young,woman
1970,69058,young,woman
1970,194485,young,woman
1970,42596,young,woman
1971,31906,young,woman
1971,59408,young,woman
1971,55847,young,woman
1971,31116,young,woman
1971,56942,young,woman
1971,78372,young,woman
1971,99449,young,woman
1971,121111,young,woman
1971,86042,young,woman
1972,1643,young,woman
1972,49361,young,woman
1972,3426,young,woman
1972,49106,young,woman
1972,81522,young,woman
1972,67420,young,woman
1972,91255,young,woman
1972,128971,young,woman
1972,40210,young,woman
1973,5482,young,woman
1973,15018,young,woman
1973,40374,young,woman
1973,24923,young,woman
1973,47397,young,woman
1973,70781,young,woman
1973,70781,young,woman
1973,6160,young,woman
1973,96049,young,woman
1973,74087,young,woman
1974,24402,young,woman
1974,5482,young,woman
1974,27019,young,woman
1974,78071,young,woman
1974,39775,young,woman
1974,110412,young,woman
1974,86643,young,woman
1974,60430,young,woman
1974,77765,young,woman
1975,219814,young,woman
1975,42258,young,woman
1975,82224,young,woman
1975,91845,young,woman
1976,37774,young,woman
1976,108949,young,woman
1976,21950,young,woman
1977,29437,young,woman
1977,5781,young,woman
1977,5781,young,woman
1977,28656,young,woman
1977,61540,young,woman
1978,29107,young,woman
1978,38731,young,woman
1978,84255,young,woman
1978,40132,young,woman
1978,84207,young,woman
1978,61266,young,woman
1979,26538,young,woman
1979,16659,young,woman
1979,80286,young,woman
1979,42573,young,woman
1980,27346,young,woman
1980,28679,young,woman
1980,40072,young,woman
1980,39415,young,woman
1980,26179,young,woman
1980,40102,young,woman
1980,106924,young,woman
1980,71503,young,woman
1980,60816,young,woman
1981,21484,young,woman
1981,19204,young,woman
1981,27400,young,woman
1981,63174,young,woman
1981,81024,young,woman
1981,39918,young,woman
1981,157160,young,woman
1981,42147,young,woman
1982,30874,young,woman
1982,27400,young,woman
1982,40219,young,woman
1982,79319,young,woman
1982,53234,young,woman
1982,332755,young,woman
1982,34697,young,woman
1983,18406,young,woman
1983,332755,young,woman
1983,79756,young,woman
1983,78409,young,woman
1984,11707,young,woman
1984,106380,young,woman
1984,63360,young,woman
1984,5896,young,woman
1984,42090,young,woman
1984,58619,young,woman
1985,28676,young,woman
1985,106380,young,woman
1985,214439,young,woman
1985,76929,young,woman
1986,85654,young,woman
1986,33345,young,woman
1986,30872,young,woman
1986,49237,young,woman
1987,941,young,woman
1987,10083,young,woman
1987,10083,young,woman
1987,62132,young,woman
1987,39895,young,woman
1987,44179,young,woman
1987,5752,young,woman
1987,28768,young,woman
1988,10868,young,woman
1988,22478,young,woman
1988,65015,young,woman
1988,39422,young,woman
1988,36778,young,woman
1988,41951,young,woman
1988,41961,young,woman
1989,11342,young,woman
1989,38695,young,woman
1989,65015,young,woman
1989,30452,young,woman
1990,20815,young,woman
1990,79509,young,woman
1990,66538,young,woman
1990,81128,young,woman
1990,108521,young,woman
1991,274,young,woman
1991,10020,young,woman
1991,1633,young,woman
1991,7442,young,woman
1991,1600,young,woman
1991,14022,young,woman
1991,18141,young,woman
1992,44103,young,woman
1992,26877,young,woman
1993,4104,young,woman
1993,12121,young,woman
1993,31022,young,woman
1993,17189,young,woman
1993,44435,young,woman
1993,44435,young,woman
1993,38012,young,woman
1994,31022,young,woman
1994,43535,young,woman
1994,75826,young,woman
1994,82358,young,woman
1995,18872,young,woman
1995,11876,young,woman
1995,29371,young,woman
1995,21570,young,woman
1996,10990,young,woman
1996,18989,young,woman
1997,128,young,woman
1997,10155,young,woman
1997,12723,young,woman
1997,9845,young,woman
1997,49462,young,woman
1998,16980,young,woman
1998,110650,young,woman
1998,9840,young,woman
1999,10307,young,woman
1999,10399,young,woman
1999,18143,young,woman
1999,110650,young,woman
1999,47692,young,woman
2000,2046,young,woman
2000,16225,young,woman
2000,10383,young,woman
2000,12650,young,woman
2000,10305,young,woman
2000,37691,young,woman
2000,44853,young,woman
2001,12103,young,woman
2001,11178,young,woman
2001,2144,young,woman
2001,18298,young,woman
2001,10696,young,woman
2002,11013,young,woman
2002,34081,young,woman
2002,18808,young,woman
2003,11423,young,woman
2003,6964,young,woman
2003,10739,young,woman
2003,10922,young,woman
2003,52345,young,woman
2003,10944,young,woman
2003,5889,young,woman
2003,24164,young,woman
2003,17403,young,woman
2003,9499,young,woman
2004,4935,young,woman
2004,9352,young,woman
2004,363,young,woman
2004,9953,young,woman
2005,11638,young,woman
2005,13498,young,woman
2006,752,young,woman
2006,9697,young,woman
2006,1125,young,woman
2006,1975,young,woman
2006,7874,young,woman
2007,7326,young,woman
2007,15206,young,woman
2007,5857,young,woman
2007,18093,young,woman
2007,2014,young,woman
2007,14913,young,woman
2007,11807,young,woman
2008,9539,young,woman
2008,9381,young,woman
2008,10188,young,woman
2008,14976,young,woman
2008,17845,young,woman
2008,14072,young,woman
2009,13788,young,woman
2009,18438,young,woman
2009,19794,young,woman
2010,49797,young,woman
2010,45657,young,woman
2010,51241,young,woman
2010,44269,young,woman
2010,41201,young,woman
2010,46441,young,woman
2011,50014,young,woman
2011,48138,young,woman
2011,59860,young,woman
2012,97051,young,woman
2013,152584,young,woman
2013,109428,young,woman
2013,112949,young,woman
2013,76617,young,woman
2013,167032,young,woman
2013,199373,young,woman
2013,207768,young,woman
2013,204349,young,woman
2014,102651,young,woman
2014,244267,young,woman
2014,244506,young,woman
2014,221902,young,woman
2014,203834,young,woman
2014,193612,young,woman
2014,242042,young,woman
2015,263472,young,woman
2015,318781,young,woman
2015,293970,young,woman
2015,320007,young,woman
2015,193687,young,woman
2015,314402,young,woman
2016,290098,young,woman
2016,342737,young,woman
2016,380225,young,woman
2016,334538,young,woman
2016,420634,young,woman
2016,369299,young,woman
2016,336455,young,woman
2017,321612,young,woman
2017,401104,young,woman
2017,399019,young,woman
2017,376134,young,woman
2017,257785,young,woman
2017,451955,young,woman
2017,419522,young,woman
2018,428078,young,woman
2018,396806,young,woman
2018,471506,young,woman
2018,471506,young,woman
2019,399579,young,woman
2019,549053,young,woman
2019,531428,young,woman
2019,458305,young,woman
2019,514207,young,woman
2019,487083,young,woman
2019,529862,young,woman
2020,582014,young,woman
2020,556678,young,woman
2020,520172,young,woman
2020,492611,young,woman
2020,514207,young,woman
2020,706510,young,woman
2020,568467,young,woman
2021,579047,young,woman
2021,758866,young,woman
2021,660120,young,woman
2021,864873,young,woman
2021,672322,young,woman
2021,802443,young,woman
2021,779047,young-at-heart,wife
